HTSUS,Description,Scope Limitations
8412.80.90 8501,"8412.80.90 Engines and motors, nesoi (excluding motors of heading 8501) Aircraft",Aircraft
8412.90.90 8412,8412.90.90 Parts for engines of heading 8412 other than hydrojet engines for marine propulsion Aircraft,Aircraft
8413.19.00,"8413.19.00 Pumps for liquids fitted or designed to be fitted with a measuring device, nesoi Aircraft",Aircraft
8413.20.00 8413.11 8413.19,"8413.20.00 Hand pumps other than those of subheading 8413.11 or 8413.19, not fitted with a measuring device Aircraft",Aircraft
8413.30.10,"8413.30.10 Fuel-injection pumps for compression-ignition engines, not fitted with a measuring device Aircraft",Aircraft
8413.30.90,"8413.30.90 Fuel, lubricating or cooling medium pumps for internal- combustion piston engines, not fitted with a measuring device, nesoi Aircraft",Aircraft
8413.50.00,"8413.50.00 Reciprocating positive displacement pumps for liquids, not fitted with a measuring device, nesoi Aircraft",Aircraft
8413.60.00,"8413.60.00 Rotary positive displacement pumps for liquids, not fitted with a measuring device, nesoi Aircraft",Aircraft
8413.70.10,"8413.70.10 Stock pumps imported for use with machines for making cellulosic pulp, paper or paperboard, not fitted with a measuring device Aircraft",Aircraft
8413.70.20,"8413.70.20 Centrifugal pumps for liquids, not fitted with a measuring device, nesoi Aircraft",Aircraft
8413.81.00,"8413.81.00 Pumps for liquids, not fitted with a measuring device, nesoi Aircraft",Aircraft
8413.91.10,8413.91.10 Parts of fuel-injection pumps for compression-ignition engines Aircraft,Aircraft
8413.91.20,"8413.91.20 Parts of stock pumps imported for use with machines for making cellulosic pulp, paper or paperboard Aircraft",Aircraft
8413.91.90,"8413.91.90 Parts of pumps, nesoi Aircraft",Aircraft
8414.10.00,8414.10.00 Vacuum pumps Aircraft,Aircraft
8414.20.00,8414.20.00 Hand-operated or foot-operated air pumps Aircraft,Aircraft
8414.30.40,8414.30.40 Compressors of a kind used in refrigerating equipment (including air conditioning) not exceeding 1/4 horsepower Aircraft,Aircraft
8414.30.80,8414.30.80 Compressors of a kind used in refrigerating equipment (including air conditioning) exceeding 1/4 horsepower Aircraft,Aircraft
8414.51.30,"8414.51.30 Ceiling fans for permanent installation, with a self-contained electric motor of an output not exceeding 125 W Aircraft",Aircraft
8414.51.90,"8414.51.90 Table, floor, wall, window or roof fans, with a self-contained electric motor of an output not exceeding 125 W Aircraft",Aircraft
8414.59.30,8414.59.30 Turbocharger and supercharger fans Aircraft,Aircraft
8414.59.65,"8414.59.65 Other fans, nesoi Aircraft",Aircraft
8414.80.05,8414.80.05 Turbocharger and supercharger air compressors Aircraft,Aircraft
8414.80.16,"8414.80.16 Air compressors, nesoi Aircraft",Aircraft
8414.80.20,"8414.80.20 Gas compressors, nesoi Aircraft",Aircraft
8414.80.90,"8414.80.90 Air or gas pumps, compressors and fans, nesoi Aircraft",Aircraft
8414.90.10,8414.90.10 Parts of fans (including blowers) and ventilating or recycling hoods Aircraft,Aircraft
8414.90.30 8414.30,8414.90.30 Stators and rotors of goods of subheading 8414.30 Aircraft,Aircraft
8414.90.41,"8414.90.41 Parts of air or gas compressors, nesoi Aircraft",Aircraft
8414.90.91,"8414.90.91 Parts of air or vacuum pumps, ventilating or recycling hoods, gas-tight biological safety cabinets Aircraft",Aircraft
8415.10.60,"8415.10.60 Window or wall type air conditioning machines, split-system, incorporating a refrigerating unit and valve for reversal of cooling/heat cycle Aircraft",Aircraft
8415.10.90,"8415.10.90 Window or wall type air conditioning machines, split-system, nesoi Aircraft",Aircraft
8415.81.01,"8415.81.01 Air conditioning machines incorporating a refrigerating unit and valve for reversal of cooling/heat cycle, nesoi Aircraft",Aircraft
8415.82.01,"8415.82.01 Air conditioning machines incorporating a refrigerating unit, nesoi Aircraft",Aircraft
8415.83.00,8415.83.00 Air conditioning machines not incorporating a refrigerating unit Aircraft,Aircraft
8415.90.40,"8415.90.40 Chassis, chassis bases and other outer cabinets for air conditioning machines, Aircraft",Aircraft
8415.90.80,"8415.90.80 Parts for air conditioning machines, nesoi Aircraft",Aircraft
8418.10.00,"8418.10.00 Combined refrigerator-freezers, fitted with separate external doors, electric or other Aircraft",Aircraft
8418.30.00,"8418.30.00 Freezers of the chest type, not exceeding 800 liters capacity, electric or other Aircraft",Aircraft
8418.40.00,"8418.40.00 Freezers of the upright type, not exceeding 900 liters capacity, electric or other Aircraft",Aircraft
8418.61.01 8415,"8418.61.01 Heat pumps, other than the air-conditioning machines of heading 8415 Aircraft",Aircraft
8418.69.01,8418.69.01 Refrigerating or freezing equipment nesoi Aircraft,Aircraft
8419.50.10,8419.50.10 Brazed aluminum plate-fin heat exchangers Aircraft,Aircraft
8419.50.50,"8419.50.50 Heat exchange units, nesoi Aircraft",Aircraft
8419.81.50,"8419.81.50 Cooking stoves, ranges and ovens, other than microwave, for making hot drinks or for cooking or heating food, not used for domestic purposes Aircraft",Aircraft
8419.81.90,"8419.81.90 Machinery and equipment nesoi, for making hot drinks or for cooking or heating food, not used for domestic purposes Aircraft",Aircraft
8419.90.10,8419.90.10 Parts of instantaneous or storage water heaters Aircraft,Aircraft
8419.90.20,"8419.90.20 Parts of machinery and plant, for making paper pulp, paper or paperboard Aircraft",Aircraft
8419.90.30,8419.90.30 Parts of heat exchange units Aircraft,Aircraft
8419.90.50,"8419.90.50 Parts of molten-salt-cooled acrylic acid reactors, nesoi; parts of certain medical, surgical or laboratory sterilizers, nesoi Aircraft",Aircraft
8419.90.85,"8419.90.85 Parts of electromechanical tools for work in the hand, with self-contained electric motor, for treatment of materials by change in temperature Aircraft",Aircraft
8421.19.00,"8421.19.00 Centrifuges, other than cream separators or clothes dryers Aircraft",Aircraft
8421.21.00,8421.21.00 Machinery and apparatus for filtering or purifying water Aircraft,Aircraft
8421.23.00,8421.23.00 Oil or fuel filters for internal combustion engines Aircraft,Aircraft
8421.29.00,"8421.29.00 Filtering or purifying machinery and apparatus for liquids, nesoi Aircraft",Aircraft
8421.31.00,8421.31.00 Intake air filters for internal combustion engines Aircraft,Aircraft
8421.32.00,8421.32.00 Catalytic converters; particulate filters for internal combustion engines Aircraft,Aircraft
8421.39.01,"8421.39.01 Filtering or purifying machinery and apparatus for gases, other than intake air filters or catalytic converters, for internal combustion engines Aircraft",Aircraft
8424.10.00,"8424.10.00 Fire extinguishers, whether or not charged Aircraft",Aircraft
8425.11.00,"8425.11.00 Pulley tackle and hoists other than skip hoists or hoists used for raising vehicles, powered by electric motor Aircraft",Aircraft
8425.19.00,"8425.19.00 Pulley tackle and hoists other than skip hoists or hoists used for raising vehicles, not powered by electric motor Aircraft",Aircraft
8425.31.01,"8425.31.01 Winches nesoi, and capstans, powered by electric motor Aircraft",Aircraft
8425.39.01,"8425.39.01 Winches nesoi, and capstans, not powered by electric motor Aircraft",Aircraft
8425.42.00,"8425.42.00 Hydraulic jacks and hoists, nesoi Aircraft",Aircraft
8425.49.00,"8425.49.00 Jacks and hoists of a kind used for raising vehicles, other than hydraulic, nesoi Aircraft",Aircraft
8426.99.00,"8426.99.00 Derricks, cranes and other lifting machinery nesoi Aircraft",Aircraft
8428.10.00,8428.10.00 Passenger or freight elevators other than continuous action; skip hoists Aircraft,Aircraft
8428.20.00,8428.20.00 Pneumatic elevators and conveyors Aircraft,Aircraft
8428.33.00,"8428.33.00 Belt type continuous-action elevators and conveyors, for goods or materials Aircraft",Aircraft
8428.39.00,"8428.39.00 Continuous-action elevators and conveyors, for goods or materials, nesoi Aircraft",Aircraft
8428.90.03,"8428.90.03 Machinery for lifting, handling, loading or unloading, nesoi Aircraft",Aircraft
8443.31.00,"8443.31.00 Multifunction units (machines which perform two or more of the functions of printing, copying or facsimile transmission, capable of connecting to an automatic data processing machine or to a network) Aircraft",Aircraft
8443.32.10,"8443.32.10 Printer units, capable of connecting to an automatic data processing machine or to a network Aircraft",Aircraft
8443.32.50,"8443.32.50 Single function units other than printer units (machines which perform only one of the functions of printing, copying or facsimile transmission) Aircraft",Aircraft
8471.41.01,"8471.41.01 Automatic data processing machines, nonportable or over 10 kg, comprising in the same housing at least a central processing unit and an input and output unit, whether or not combined Aircraft",Aircraft
8471.49.00,"8471.49.00 Automatic data processing machines, nesoi, entered in the form of systems (consisting of at least a central processing unit, and an input and output unit) Aircraft",Aircraft
8471.50.01 8471.41 8471.49,"8471.50.01 Processing units other than those of subheading 8471.41 and 8471.49, nesoi Aircraft",Aircraft
8471.60.10,8471.60.10 Combined input/output units for automatic data processing machines not entered with the rest of a system Aircraft,Aircraft
8471.60.20,8471.60.20 Keyboards for automatic data processing machines not entered with the rest of a system Aircraft,Aircraft
8471.60.70,"8471.60.70 Input or output units suitable for physical incorporation into an automatic data processing machine or unit thereof, nesoi, not entered with the rest of a system Aircraft",Aircraft
8471.60.80,8471.60.80 Optical scanners and magnetic ink recognition devices not entered with the rest of an automatic data processing system Aircraft,Aircraft
8471.60.90,"8471.60.90 Other input or output units of digital automatic data processing machines, nesoi, not entered with the rest of a system Aircraft",Aircraft
8471.70.10,"8471.70.10 Automatic data processing magnetic disk drive storage units, disk diameter exceeding 21 cm, without read-write unit assembled therein; read-write units; all not entered with the rest of a system Aircraft",Aircraft
8471.70.20,"8471.70.20 Automatic data processing magnetic disk drive storage units, disk diameter exceeding 21 cm, for incorporation into automatic data processing machines or units, not entered with the rest of a system Aircraft",Aircraft
8471.70.30,"8471.70.30 Automatic data processing magnetic disk drive storage units, disk diameter exceeding 21 cm, nesoi, not entered with the rest of a system Aircraft",Aircraft
8471.70.40,"8471.70.40 Automatic data processing magnetic disk drive storage units, disk diameter not exceeding 21 cm, not assembled in cabinets, without attached external power supply, not entered with the rest of a system Aircraft",Aircraft
8471.70.50,"8471.70.50 Automatic data processing magnetic disk drive storage units, disk diameter not exceeding 21 cm, nesoi, not entered with the rest of a system Aircraft",Aircraft
8471.70.60,"8471.70.60 Automatic data processing storage units other than magnetic disk, not assembled in cabinets for placing on a table etc., not entered with the rest of a system Aircraft",Aircraft
8471.70.90,"8471.70.90 Automatic data processing storage units other than magnetic disk drive units, nesoi, not entered with the rest of a system Aircraft",Aircraft
8479.89.10,"8479.89.10 Air humidifiers or dehumidifiers with self-contained electric motor, other than for domestic purposes Aircraft",Aircraft
8479.89.20,"8479.89.20 Floor polishers with self-contained electric motor, other than for domestic purposes Aircraft",Aircraft
8479.89.65,"8479.89.65 Electromechanical appliances with self-contained electric motor, nesoi Aircraft",Aircraft
8479.89.70,"8479.89.70 Carpet sweepers, not electromechanical with self-contained electric motor Aircraft",Aircraft
8479.89.95,"8479.89.95 Other machines and mechanical appliances having individual functions, not specified or included elsewhere in chapter 84, nesoi Aircraft",Aircraft
8479.90.41 8479.89.20,8479.90.41 Parts of floor polishers of subheading 8479.89.20; parts of carpet sweepers Aircraft,Aircraft
8479.90.45,"8479.90.45 Parts of trash compactors, frame assemblies Aircraft",Aircraft
8479.90.55,"8479.90.55 Parts of trash compactors, ram assemblies Aircraft",Aircraft
8479.90.65,"8479.90.65 Parts of trash compactors, container assemblies Aircraft",Aircraft
8479.90.75,"8479.90.75 Parts of trash compactors, cabinets or cases Aircraft",Aircraft
8479.90.85,"8479.90.85 Parts of trash compactors, nesoi Aircraft",Aircraft
8479.90.95,"8479.90.95 Parts of machines and mechanical appliances having individual functions, not specified or included elsewhere in chapter 84, nesoi Aircraft",Aircraft
8483.10.10,8483.10.10 Camshafts and crankshafts for use solely or principally with spark-ignition internal-combustion piston or rotary engines Aircraft,Aircraft
8483.10.30,8483.10.30 Camshafts and crankshafts nesoi Aircraft,Aircraft
8483.10.50,8483.10.50 Transmission shafts and cranks other than camshafts and crankshafts Aircraft,Aircraft
8483.30.40,"8483.30.40 Bearing housings of the flange, take-up, cartridge and hanger unit type Aircraft",Aircraft
8483.30.80,8483.30.80 Bearing housings nesoi; plain shaft bearings Aircraft,Aircraft
8483.40.10,8483.40.10 Torque converters Aircraft,Aircraft
8483.40.30,"8483.40.30 Fixed, multiple and variable ratio speed changers, imported for use with machines for making cellulosic pulp, paper or paperboard Aircraft",Aircraft
8483.40.50,"8483.40.50 Fixed, multiple and variable ratio speed changers, not imported for use with machines for making cellulosic pulp, paper or paperboard Aircraft",Aircraft
8483.40.70,"8483.40.70 Speed changers other than fixed, multiple and variable ratio speed changers Aircraft",Aircraft
8483.40.80,8483.40.80 Ball or roller screws Aircraft,Aircraft
8483.40.90,"8483.40.90 Gears and gearing, other than toothed wheels, chain sprockets and other transmission elements entered separately Aircraft",Aircraft
8483.50.40,"8483.50.40 Gray-iron awning or tackle pulleys, not over 6.4 cm in wheel diameter Aircraft",Aircraft
8483.50.60,"8483.50.60 Flywheels, nesoi Aircraft",Aircraft
8483.50.90,"8483.50.90 Pulleys, including pulley blocks, nesoi Aircraft",Aircraft
8483.60.40,8483.60.40 Clutches and universal joints Aircraft,Aircraft
8483.60.80,8483.60.80 Shaft couplings (other than universal joints) Aircraft,Aircraft
8483.90.10,8483.90.10 Chain sprockets and parts thereof Aircraft,Aircraft
8483.90.20,"8483.90.20 Parts of flange, take-up, cartridge and hanger units Aircraft",Aircraft
8483.90.30,"8483.90.30 Parts of bearing housings and plain shaft bearings, nesoi Aircraft",Aircraft
8483.90.50,"8483.90.50 Parts of gearing, gear boxes and other speed changers Aircraft",Aircraft
8483.90.80,"8483.90.80 Parts of transmission equipment, nesoi Aircraft",Aircraft
8484.10.00,8484.10.00 Gaskets and similar joints of metal sheeting combined with other material or of two or more layers of metal Aircraft,Aircraft
8484.90.00,"8484.90.00 Sets or assortments of gaskets and similar joints dissimilar in composition, put up in pouches, envelopes or similar packings Aircraft",Aircraft
8501.20.50,8501.20.50 Universal AC/DC motors of an output exceeding 735 W but under 746 W Aircraft,Aircraft
8501.20.60,8501.20.60 Universal AC/DC motors of an output of 746 W or more Aircraft,Aircraft
8501.31.50,"8501.31.50 DC motors, nesoi, of an output exceeding 735 W but under 746 W Aircraft",Aircraft
8501.31.60,"8501.31.60 DC motors nesoi, of an output of 746 W but not exceeding 750 W Aircraft",Aircraft
8501.31.81,"8501.31.81 DC generators, other than photovoltaic generators, of an output not exceeding 750 W Aircraft",Aircraft
8501.32.20,"8501.32.20 DC motors nesoi, of an output exceeding 750 W but not exceeding 14.92 kW Aircraft",Aircraft
8501.32.55,"8501.32.55 DC motors nesoi, of an output exceeding 14.92 kW but not exceeding 75 kW, nesoi Aircraft",Aircraft
8501.32.61,"8501.32.61 DC generators, other than photovoltaic generators, of an output exceeding 750 W but not exceeding 75 kW Aircraft",Aircraft
8501.33.20,"8501.33.20 DC motors nesoi, of an output exceeding 75 kW but under 149.2 kW Aircraft",Aircraft
8501.33.30,"8501.33.30 DC motors, nesoi, 149.2 kW or more but not exceeding 150 kW Aircraft",Aircraft
8501.33.61,"8501.33.61 DC generators, other than photovoltaic generators, of an output exceeding 75 kW but not exceeding 375 kW Aircraft",Aircraft
8501.34.61,"8501.34.61 DC generators, other than photovoltaic generators, of an output exceeding 375 kW Aircraft",Aircraft
8501.40.50,"8501.40.50 AC motors, nesoi, single-phase, exceeding 735 W but under 746 W Aircraft",Aircraft
8501.40.60,"8501.40.60 AC motors nesoi, single-phase, of 746 W or more Aircraft",Aircraft
8501.51.50,"8501.51.50 AC motors, nesoi, multi-phase, of an output exceeding 735 W but under 746 W Aircraft",Aircraft
8501.51.60,"8501.51.60 AC motors nesoi, multi-phase of an output of 746 W but not exceeding 750 W Aircraft",Aircraft
8501.52.40,"8501.52.40 AC motors nesoi, multi-phase, of an output exceeding 750 W but not exceeding 14.92 kW Aircraft",Aircraft
8501.52.80,"8501.52.80 AC motors nesoi, multi-phase, of an output exceeding 14.92 kW but not exceeding 75 kW Aircraft",Aircraft
8501.53.40,"8501.53.40 AC motors nesoi, multi-phase, of an output exceeding 75 kW but under 149.2 kW Aircraft",Aircraft
8501.53.60,"8501.53.60 AC motors, nesoi, multi-phase, 149.2 kW or more but not exceeding 150 kW Aircraft",Aircraft
8501.61.01,"8501.61.01 AC generators (alternators), other than photovoltaic generators, of an output not exceeding 75 kVA Aircraft",Aircraft
8501.62.01,"8501.62.01 AC generators (alternators), other than photovoltaic generators, of an output exceeding 75 kVA but not exceeding 375 kVA Aircraft",Aircraft
8501.63.01,"8501.63.01 AC generators (alternators), other than photovoltaic generators, of an output exceeding 375 kVA but not exceeding 750 kVA Aircraft",Aircraft
8501.71.00,"8501.71.00 Photovoltaic DC generators, of an output not exceeding 50 W Aircraft",Aircraft
8501.72.10,"8501.72.10 Photovoltaic DC generators, of an output exceeding 50 W but not exceeding 750 W Aircraft",Aircraft
8501.72.20,"8501.72.20 Photovoltaic DC generators, of an output exceeding 750 W but not exceeding 75 kW Aircraft",Aircraft
8501.72.30,"8501.72.30 Photovoltaic DC generators, of an output exceeding 75 kW but not exceeding 375 kW Aircraft",Aircraft
8501.72.90,"8501.72.90 Photovoltaic DC generators, of an output exceeding 375 kW Aircraft",Aircraft
8501.80.10,"8501.80.10 Photovoltaic AC generators, of an output not exceeding 75 kVA Aircraft",Aircraft
8501.80.20,"8501.80.20 Photovoltaic AC generators, of an output exceeding 75 kVA but not exceeding 375 kVA Aircraft",Aircraft
8501.80.30,"8501.80.30 Photovoltaic AC generators, of an output exceeding 375 kVA but not exceeding 750 kVA Aircraft",Aircraft
8502.11.00,"8502.11.00 Electric generating sets with compression-ignition internal- combustion piston engines, of an output not exceeding 75 kVA Aircraft",Aircraft
8502.12.00,"8502.12.00 Electric generating sets with compression-ignition internal- combustion piston engines, of an output exceeding 75 kVA but not over 375 kVA Aircraft",Aircraft
8502.13.00,"8502.13.00 Electric generating sets with compression-ignition internal- combustion piston engines, of an output exceeding 375 kVA Aircraft",Aircraft
8502.20.00,8502.20.00 Electric generating sets with spark-ignition internal- combustion piston engines Aircraft,Aircraft
8502.31.00,8502.31.00 Wind-powered electric generating sets Aircraft,Aircraft
8502.39.00,"8502.39.00 Electric generating sets, nesoi Aircraft",Aircraft
8502.40.00,8502.40.00 Electric rotary converters Aircraft,Aircraft
8504.10.00,8504.10.00 Ballasts for discharge lamps or tubes Aircraft,Aircraft
8504.31.20,"8504.31.20 Unrated electrical transformers other than liquid dielectric, having a power handling capacity not exceeding 1 kVA Aircraft",Aircraft
8504.31.40,"8504.31.40 Electrical transformers other than liquid dielectric, having a power handling capacity less than 1 kVA Aircraft",Aircraft
8504.31.60,"8504.31.60 Electrical transformers other than liquid dielectric, having a power handling capacity of l kVA Aircraft",Aircraft
8504.32.00,"8504.32.00 Electrical transformers other than liquid dielectric, having a power handling capacity exceeding 1 kVA but not exceeding 16 kVA Aircraft",Aircraft
8504.33.00,"8504.33.00 Electrical transformers other than liquid dielectric, having a power handling capacity exceeding 16 kVA but not exceeding 500 kVA Aircraft",Aircraft
8504.40.40,8504.40.40 Electrical speed drive controllers for electric motors (static converters) Aircraft,Aircraft
8504.40.60 8471,8504.40.60 Power supplies suitable for physical incorporation into automatic data processing machines or units thereof of heading 8471 Aircraft,Aircraft
8504.40.70 8471,"8504.40.70 Power supplies for automatic data processing machines or units thereof of heading 8471, nesoi Aircraft",Aircraft
8504.40.85,"8504.40.85 Static converters (for example, rectifiers) for telecommunication apparatus Aircraft",Aircraft
8504.40.95,"8504.40.95 Static converters (for example, rectifiers), nesoi Aircraft",Aircraft
8504.50.40 8471,8504.50.40 Other inductors for power supplies for ADP machines and units of heading 8471 or for telecommunication apparatus Aircraft,Aircraft
8504.50.80,"8504.50.80 Other inductors, nesoi Aircraft",Aircraft
8507.10.00,8507.10.00 Lead-acid storage batteries of a kind used for starting piston engines Aircraft,Aircraft
8507.20.80,8507.20.80 Lead-acid storage batteries other than of a kind used for starting piston engines or as the primary source of power for electric vehicles Aircraft,Aircraft
8507.30.80,"8507.30.80 Nickel-cadmium storage batteries, other than of a kind used as the primary source of power for electric vehicles Aircraft",Aircraft
8507.50.00,8507.50.00 Nickel-metal hydride batteries Aircraft,Aircraft
8507.60.00,8507.60.00 Lithium-ion batteries Aircraft,Aircraft
8507.80.82,"8507.80.82 Other storage batteries nesoi, other than of a kind used as the primary source of power for electric vehicles Aircraft",Aircraft
8507.90.40,"8507.90.40 Parts of lead-acid storage batteries, including separators therefor Aircraft",Aircraft
8507.90.80,"8507.90.80 Parts of storage batteries, including separators therefor, other than parts of lead-acid storage batteries Aircraft",Aircraft
8511.10.00,8511.10.00 Spark plugs Aircraft,Aircraft
8511.20.00,"8511.20.00 Ignition magnetos, magneto-dynamos and magnetic flywheels Aircraft",Aircraft
8511.30.00,8511.30.00 Distributors and ignition coils Aircraft,Aircraft
8511.40.00,8511.40.00 Starter motors and dual purpose starter-generators Aircraft,Aircraft
8511.50.00,"8511.50.00 Generators nesoi, of a kind used in conjunction with spark- ignition or compression-ignition internal-combustion engines Aircraft",Aircraft
8511.80.20,"8511.80.20 Voltage and voltage-current regulators with cut-out relays designed for use on 6, 12 or 24 V systems Aircraft",Aircraft
8511.80.40,"8511.80.40 Voltage and voltage-current regulators with cut-out relays other than those designed for use on 6, 12 or 24 V systems Aircraft",Aircraft
8511.80.60,"8511.80.60 Electrical ignition or starting equipment of a kind used for spark-ignition internal-combustion or compression-ignition engines, nesoi Aircraft",Aircraft
8514.20.40,8514.20.40 Industrial or laboratory microwave ovens for making hot drinks or for cooking or heating food Aircraft,Aircraft
8516.80.40,"8516.80.40 Electric heating resistors assembled only with simple insulated former and electrical connectors, used for anti-icing or de-icing Aircraft",Aircraft
8516.80.80,"8516.80.80 Electric heating resistors, nesoi Aircraft",Aircraft
8517.14.00,"8517.14.00 Other telephones for cellular networks or for other wireless of networks, other than smartphones Aircraft",Aircraft
8517.61.00,8517.61.00 Base stations Aircraft,Aircraft
8517.62.00,"8517.62.00 Machines for the reception, conversion and transmission or regeneration of voice, images or other data, including switching and routing apparatus Aircraft",Aircraft
8517.69.00 8443 8525 8527 8528,"8517.69.00 Other apparatus for transmission or reception of voice, images or other data, nesoi, but not apparatus of headings 8443, 8525, 8527 or 8528 Aircraft",Aircraft
8517.71.00,8517.71.00 Aerials and aerial reflectors of all kinds; parts suitable for use therewith Aircraft,Aircraft
8518.10.40,"8518.10.40 Microphones having a frequency range of 300Hz-3.4kHz with diameter not over 10 mm and height not exceeding 3 mm, for telecommunication Aircraft",Aircraft
8518.10.80,"8518.10.80 Microphones and stands therefor, nesoi Aircraft",Aircraft
8518.21.00,"8518.21.00 Single loudspeakers, mounted in their enclosures Aircraft",Aircraft
8518.22.00,8518.22.00 Multiple loudspeakers mounted in the same enclosure Aircraft,Aircraft
8518.29.40,"8518.29.40 Loudspeakers not mounted in their enclosures, with frequency range of 300Hz to 3.4kHz, with a diameter of not exceeding 50 mm, for telecommunication Aircraft",Aircraft
8518.29.80,"8518.29.80 Loudspeakers nesoi, not mounted in their enclosures, nesoi Aircraft",Aircraft
8518.30.10,8518.30.10 Line telephone handsets Aircraft,Aircraft
8518.30.20,"8518.30.20 Headphones, earphones and combined microphone/speaker sets, other than telephone handsets Aircraft",Aircraft
8518.40.10,8518.40.10 Audio-frequency electric amplifiers for use as repeaters in line telephony Aircraft,Aircraft
8518.40.20,"8518.40.20 Audio-frequency electric amplifiers, other than for use as repeaters in line telephony Aircraft",Aircraft
8518.50.00,8518.50.00 Electric sound amplifier sets Aircraft,Aircraft
8519.81.10,8519.81.10 Transcribing machines Aircraft,Aircraft
8519.81.20,8519.81.20 Cassette players (non-recording) designed exclusively for motor-vehicle installation Aircraft,Aircraft
8519.81.25,"8519.81.25 Cassette players (non-recording), nesoi Aircraft",Aircraft
8519.81.30,"8519.81.30 Sound reproducing apparatus nesoi, not incorporating a sound recording device Aircraft",Aircraft
8519.81.41,"8519.81.41 Other sound recording and reproducing apparatus using magnetic tape, optical media, or semiconductor media Aircraft",Aircraft
8519.89.10,"8519.89.10 Record players, other than coin- or token-operated, without loudspeaker Aircraft",Aircraft
8519.89.20,"8519.89.20 Record players, other than coin- or token-operated, with loudspeakers Aircraft",Aircraft
8519.89.30,"8519.89.30 Sound recording and reproducing apparatus, nesoi Aircraft",Aircraft
8521.10.30,"8521.10.30 Color, cartridge or cassette magnetic tape-type video players, not capable of recording Aircraft",Aircraft
8521.10.60,"8521.10.60 Color, cartridge or cassette magnetic tape-type video recording and reproducing apparatus, nesoi Aircraft",Aircraft
8521.10.90,"8521.10.90 Magnetic tape-type video recording or reproducing apparatus, other than color, cartridge or cassette type Aircraft",Aircraft
8522.90.25 8519.81.41,"8522.90.25 Assemblies and subassemblies of articles of subheading 8519.81.41, consisting of 2 or more pieces fastened together, printed circuit assemblies Aircraft",Aircraft
8522.90.36 8519.81.41,"8522.90.36 Other assemblies and subassemblies of articles of subheading 8519.81.41, consisting of 2 or more pieces fastened together, other than printed circuit assemblies Aircraft",Aircraft
8522.90.45,"8522.90.45 Other parts of telephone answering machines, printed circuit assemblies Aircraft",Aircraft
8522.90.58,"8522.90.58 Other parts of telephone answering machines, other than printed circuit assemblies Aircraft",Aircraft
8522.90.65 8519 8521,"8522.90.65 Parts and accessories of apparatus of headings 8519 or 8521, nesoi, printed circuit assemblies Aircraft",Aircraft
8522.90.80 8519 8521,"8522.90.80 Parts and accessories of apparatus of headings 8519 or 8521, nesoi, other than printed circuit assemblies Aircraft",Aircraft
8526.10.00,8526.10.00 Radar apparatus Aircraft,Aircraft
8526.91.00,"8526.91.00 Radio navigational aid apparatus, other than radar Aircraft",Aircraft
8526.92.10,8526.92.10 Radio remote control apparatus for video game consoles Aircraft,Aircraft
8526.92.50,8526.92.50 Radio remote control apparatus other than for video game consoles Aircraft,Aircraft
8528.42.00 8471,8528.42.00 Cathode-ray tube monitors capable of directly connecting to and designed for use with an automatic data processing machine of heading 8471 Aircraft,Aircraft
8528.52.00 8471,8528.52.00 Other monitors capable of directly connecting to and designed for use with an automatic data processing machine of heading 8471 Aircraft,Aircraft
8528.62.00 8471,8528.62.00 Projectors capable of directly connecting to and designed for use with an automatic data processing machine of heading 8471 Aircraft,Aircraft
8529.10.21,"8529.10.21 Television antennas and antenna reflectors, and parts suitable for use therewith Aircraft",Aircraft
8529.10.40,"8529.10.40 Radar, radio navigational aid and radio remote control antennas and antenna reflectors, and parts suitable for use therewith Aircraft",Aircraft
8529.10.91,"8529.10.91 Other antennas and antenna reflectors of all kinds and parts, for use Aircraft",Aircraft
8529.90.04,8529.90.04 Tuners (printed circuit assemblies) Aircraft,Aircraft
8529.90.05,"8529.90.05 Printed circuit boards and ceramic substrates and subassemblies thereof, for color TV, with components listed in additional U.S. note 4 to this chapter Aircraft",Aircraft
8529.90.06,"8529.90.06 Printed circuit boards and ceramic substrates and subassemblies thereof, for color TV, not with components listed in additional U.S. note 4 to this chapter Aircraft",Aircraft
8529.90.09,8529.90.09 Printed circuit assemblies for television cameras Aircraft,Aircraft
8529.90.13,"8529.90.13 Printed circuit assemblies for television apparatus, nesoi Aircraft",Aircraft
8529.90.16,"8529.90.16 Printed circuit assemblies which are subassemblies of radar, radio navigational aid or remote control apparatus, of 2 or more parts joined together Aircraft",Aircraft
8529.90.19,"8529.90.19 Printed circuit assemblies, nesoi, for radar, radio navigational aid or radio remote control apparatus Aircraft",Aircraft
8529.90.21 8524 8528,"8529.90.21 Other printed circuit assemblies suitable for use solely or principally with the apparatus of headings 8524 to 8528, nesoi Aircraft",Aircraft
8529.90.24 8526.10,"8529.90.24 Transceiver assemblies for the apparatus of subheading 8526.10, other than printed circuit assemblies Aircraft",Aircraft
8529.90.29,"8529.90.29 Tuners for television apparatus, other than printed circuit assemblies Aircraft",Aircraft
8529.90.33,"8529.90.33 Subassemblies with 2 or more printed circuit boards or ceramic substrates, for color TV, entered with components in additional U.S. note 4 to this chapter Aircraft",Aircraft
8529.90.36,"8529.90.36 Subassemblies with 2 or more printed circuit boards or ceramic substrates, for color TV, other Aircraft",Aircraft
