HTS Date:,2/21/2026,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Tariff Number,Description,Effective Date,Expiration Date,Census Qty 1,Census Qty 2,Census Qty 3,AD Duty,CV Duty,PGA 1,PGA 2,PGA 3,PGA 4,PGA 5,PGA 6,PGA 7,PGA 8,PGA 9,PGA 10
8504230045,"LQ DIELC TRAN,>59999NT>100000K",2/1/2026,12/31/2030,NO,KG,,Y,N,,,,,,,,,,
8504230080,"LQ DIELEC TRANSF, OVER 100000K",2/1/2026,12/31/2030,NO,KG,,Y,N,,,,,,,,,,
8504312000,"TRANSF OTH, UNRATED, NT O/1KVA",1/1/1999,12/31/2030,NO,,,Y,N,,,,,,,,,,
8504314035,TRANSFORMER W/POWR CAP <40 VA,7/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8504314065,"TRANSFORMRS OTH,40VA<=X<=1KVA",7/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8504316000,"TRANSFORMER OTH, PWER CAP 1KVA",7/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8504320000,"TRANSFORMERS OTH,1<X<=16 KVA",2/1/2026,12/31/2030,NO,KG,,N,N,,,,,,,,,,
8504330020,"TRANSORMERS OTH, 16<X<=50 KVA",2/1/2026,12/31/2030,NO,KG,,N,N,,,,,,,,,,
8504330040,"TRANSFORMER OTH, 50<X<=500KVA",2/1/2026,12/31/2030,NO,KG,,N,N,,,,,,,,,,
8504340000,"TRANSFORMERS OTH,OVER 500 KVA",2/1/2026,12/31/2030,NO,KG,,N,N,,,,,,,,,,
8504404000,SPEED DRV CONTROLR F/ELEC MTRS,7/1/2019,12/31/2030,NO,,,Y,N,,,,,,,,,,
8504406001,"PWR SPLIES,<=50W,PHYSICAL,8471",1/1/1996,12/31/2030,NO,,,N,N,,,,,,,,,,
8504406007,"POWER SUP>50W,<=150W,PYSCL8471",1/1/1996,12/31/2030,NO,,,N,N,,,,,,,,,,
8504406012,"PWR SPLIES,150<X=<500,PYSC8471",1/1/1996,12/31/2030,NO,,,N,N,,,,,,,,,,
8504406018,"POWER SUPPLIES,PHYSICAL 8471",1/1/1996,12/31/2030,NO,,,N,N,,,,,,,,,,
8504407001,"PWR SPLIES,<=50W,OTHER",7/1/1997,12/31/2030,NO,,,N,N,,,,,,,,,,
8504407007,"POWER SUP>50W,<=150W,OTHER",7/1/1997,12/31/2030,NO,,,N,N,,,,,,,,,,
8504407012,"PWR SPLIES,150<X=<500,OTHER",7/1/1997,12/31/2030,NO,,,N,N,,,,,,,,,,
8504407018,"POWER SUPPLIES,N/PHYSICAL 8471",7/1/1997,12/31/2030,NO,,,N,N,,,,,,,,,,
8504408500,"STATIC CONV,TELECOMUNTN APARTS",7/1/1997,12/31/2030,NO,,,N,N,,,,,,,,,,
8504409510,"PWR SPLIES,<=50W,RECTIFIERS",7/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8504409520,"POWER SUP >50W, <=150W,RECTFRS",7/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8504409530,"PWR SPLIES,150<X=<500,RECTIFIR",7/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8504409540,"POWER SUPPLIES, OTHER,RECTIFRS",7/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8504409550,"RECTIFIERS/REC AP,NOT POWR SUP",7/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8504409570,ELECTRIC INVERTERS,7/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8504409580,"STATIC CONVERTERS, OTHER",7/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8504504000,"INDCTRS,F/PWR SP,ADP,8471,TLCM",7/1/2016,12/31/2030,NO,,,N,N,,,,,,,,,,
8504508000,"INDUCTORS, OTHER",7/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8504900100,GOODS DESCRIBE IN US NOTE,7/1/2016,12/31/2030,NO,,,N,N,,,,,,,,,,
8504902000,"PRT:PRNTD CRCT ASMBLS,PWR,8471",1/1/1996,12/31/2030,NO,,,N,N,,,,,,,,,,
8504904100,"PARTS:PWR SUPLIES,ADP,8471,OTH",1/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8504906500,"PRT:PRNTD CRCTAS,TLCM850440/50",1/1/2000,12/31/2030,NO,,,N,N,,,,,,,,,,
8504907500,"PRT:PRINTED CIRCUIT ASSEMB,OTH",7/1/2019,12/31/2030,NO,,,N,N,,,,,,,,,,
8504909610,FERRITES FOR TRANSFORMERS,7/1/2019,12/31/2030,NO,,,N,N,,,,,,,,,,
8504909630,"FERRITES,OTHER",7/1/2019,12/31/2030,NO,,,N,N,,,,,,,,,,
8504909634,"ELE TFRMER,OTH,LAM INC STK COR",1/1/2025,12/31/2030,NO,KG,,N,N,,,,,,,,,,
8504909638,"ELE TRNS, OTH PRT, STCK CORE",1/1/2025,12/31/2030,NO,KG,,N,N,,,,,,,,,,
8504909642,"ELE TRANS,OT PR,WND COR INC TR",1/1/2025,12/31/2030,NO,KG,,N,N,,,,,,,,,,
8504909646,"ELE TRANS PT, OTH, TRAN OTH",1/1/2025,12/31/2030,NO,KG,,N,N,,,,,,,,,,
8504909650,"STATIC CONVERTERS PARTS, OTHER",7/1/2019,12/31/2030,NO,,,N,N,,,,,,,,,,
8504909690,"INDUCTOR PARTS, OTHER",7/1/2019,12/31/2030,NO,,,N,N,,,,,,,,,,
8505110010,"PERM MAGNETS,OF METAL,ALNICO",1/1/2021,12/31/2030,NO,KG,,N,N,,,,,,,,,,
8505110030,"PERM MAGNETS,OF METAL,CERAMIC",1/1/2021,12/31/2030,NO,KG,,N,N,,,,,,,,,,
8505110050,"PERM MAGNETS,OF METAL, COBALT",1/1/2021,12/31/2030,NO,KG,,N,N,,,,,,,,,,
8505110070,"PERM MAGNETS,OF METAL, BORON",1/1/2021,12/31/2030,NO,KG,,N,N,,,,,,,,,,
8505110090,"PERMANENT MAGNETS,OF METAL,OTH",1/1/2021,12/31/2030,NO,KG,,N,N,,,,,,,,,,
8505191000,"PERMANENT MAGNETS, OTHER,FLEXI",7/1/2020,12/31/2030,NO,,,Y,Y,,,,,,,,,,
8505192000,"PERMANENT MAGNT,COMPOSITE GOOD",7/1/2020,12/31/2030,NO,,,Y,Y,,,,,,,,,,
8505193000,"PERMANENT MAGNETS, OTHER",7/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8505200000,"ELECMAGN COUPLNGS,CLUTCH,BRAKE",7/1/2020,12/31/2030,NO,,,Y,N,,,,,,,,,,
8505903000,ELECTROMAGNETIC LIFTING HEADS,1/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8505904000,WORK HOLDERS AND PARTS OF,1/1/2020,12/31/2030,KG,,,N,N,,,,,,,,,,
8505907000,"ELECTROMAGNETS,MAG RESON IMAGE",1/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8505907500,"ELECTROMAGNETIC ARTICLES,O",7/1/2016,12/31/2030,X,,,N,N,,,,,,,,,,
8505907501,"ELECTROMAGNETIC ARTICLES,OTHER",12/30/2020,12/31/2030,KG,,,N,N,,,,,,,,,,
8506100000,"PRIM BATT,OF MANGANESE DIOXIDE",7/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8506100010,"PRIM BATT,MAN DIOX,BUTT/COIN",7/1/2023,12/31/2030,NO,,,N,N,,,,,,,,,,
8506100090,"OTH PRIM BATT,MAN DIOX, OTHER",7/1/2023,12/31/2030,NO,,,N,N,,,,,,,,,,
8506301000,"PRIM BT,MERCURIC OXID,<=300CM3",7/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8506305000,"PRIM BT,MERCURIC OXID,>300 CM3",7/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8506401000,"PRIM BT,SILVER OXIDE,<=300 CM3",7/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8506401010,"PRIM CL,SIL OX,BTN/COIN CL BAT",7/1/2023,12/31/2030,NO,,,N,N,,,,,,,,,,
8506401090,"PRIM CL,SIL OX,<= 300CM3,OTHER",7/1/2023,12/31/2030,NO,,,N,N,,,,,,,,,,
8506405000,"PRIM BT,SILVER OXIDE,> 300 CM3",7/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8506500000,"PRIM BATT,OF LITHIUM",7/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8506500010,"PRIM BATT,LITH,BTN/CN CL BATT",7/1/2023,12/31/2030,NO,,,N,N,,,,,,,,,,
8506500090,"PRIM CL/BATT , OF LITH, OTHER",7/1/2023,12/31/2030,NO,,,N,N,,,,,,,,,,
8506600000,"PRIM BATT,OF AIR-ZINC",7/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8506600010,"PRIM BATT,AIR-ZINC,BTN/CN CELL",7/1/2023,12/31/2030,NO,,,N,N,,,,,,,,,,
8506600090,"PRIM BATT, OF AIR-ZINC, OTHER",7/1/2023,12/31/2030,NO,,,N,N,,,,,,,,,,
8506800000,"PRIMARY BATT/CELLS, OTHER",7/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8506800010,"OTH,PRIM BATT,BTN/CN CL BATT",7/1/2023,12/31/2030,NO,,,N,N,,,,,,,,,,
8506800090,"OTHER PRIM CELL & BATT, OTHER",7/1/2023,12/31/2030,NO,,,N,N,,,,,,,,,,
8506900000,PRIMARY CELLS/BATTERY PARTS,7/1/2020,12/31/2030,KG,,,N,N,,,,,,,,,,
8507100030,"12V BATTERIES,<= 6 KG IN WT",7/1/2020,12/31/2030,NO,KG,,N,N,,,,,,,,,,
8507100060,"12V BATTERIES,> 6 KG IN WEIGHT",7/1/2020,12/31/2030,NO,KG,,N,N,,,,,,,,,,
8507100090,"LEAD-ACID STOR BATTERIES,OTHER",7/1/2020,12/31/2030,NO,KG,,N,N,,,,,,,,,,
8507204000,BATRIES FOR ELEC.VEHIC.8703.90,12/30/2020,12/31/2030,NO,KG,,N,N,,,,,,,,,,
8507208010,"OTH LEAD-ACID BATT,SUB99034525",12/30/2020,12/31/2030,NO,W,,Y,Y,,,,,,,,,,
8507208031,OTH 6 VOLT LEAD-ACID STOR BATT,12/30/2020,12/31/2030,NO,KG,,Y,Y,,,,,,,,,,
8507208041,OTH 12VOLT LEAD-ACID STOR BATT,12/30/2020,12/31/2030,NO,KG,,Y,Y,,,,,,,,,,
8507208061,OTH 36 VOLT LEADACID STOR BATT,12/30/2020,12/31/2030,NO,KG,,Y,Y,,,,,,,,,,
8507208091,"OTHER LEAD-ACID STOR BATT, OTH",12/30/2020,12/31/2030,NO,KG,,Y,Y,,,,,,,,,,
8507304000,"NIKCAD STOR BATT,ELC VHC870390",7/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8507308010,"NICK-CAD STORAGE BATT, SEALED",7/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8507308090,"NICKEL-CADMIUM BATTERY, OTHER",7/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8507500000,"OTH STRGE BATTERY,NIC-METAL HY",7/1/2020,12/31/2030,NO,KG,,N,N,,,,,,,,,,
8507600010,LITHIUM ION/ELEC VEH OF 870390,7/1/2020,12/31/2030,NO,KG,,N,N,,,,,,,,,,
8507600030,"STRGE BATERY,LITHIUM ION",2/1/2026,12/31/2030,NO,KG,,N,N,FD1,,,,,,,,,
8507600090,"STRGE BATERY,LITHIUM ION,OT",2/1/2026,12/31/2030,NO,KG,,N,N,FD1,,,,,,,,,
8507804100,"OTH STOR BATT,F/ELEC VEH870390",1/27/2022,12/31/2030,NO,,,N,N,,,,,,,,,,
8507808200,"OTHR STRGE BATTERIES, OTHER",1/27/2022,12/31/2030,NO,KG,,N,N,,,,,,,,,,
8507904000,LEAD-ACID STOR BATTERY PARTS,7/1/2020,12/31/2030,KG,,,N,N,,,,,,,,,,
8507908000,"STORAGE BATTERY PARTS, OTHER",7/1/2020,12/31/2030,KG,,,N,N,,,,,,,,,,
8508110000,VACUUM CLEANER & PRTS NT>1500W,2/3/2007,12/31/2030,NO,,,N,N,,,,,,,,,,
8508190000,VACUUM CLEANERS;& PARTS OTHR,2/3/2007,12/31/2030,NO,,,N,N,,,,,,,,,,
8508600000,OTHER VACUME CLEANERS,2/3/2007,12/31/2030,NO,,,N,N,,,,,,,,,,
8508700000,"VACUME CLEANERS, PARTS",1/1/2020,12/31/2030,KG,,,Y,Y,,,,,,,,,,
8509400015,"FOOD MIXERS, BLENDERS",1/1/2021,12/31/2030,NO,,,N,N,FD1,,,,,,,,,
8509400025,OTHER FOOD MIXERS,1/1/2021,12/31/2030,NO,,,N,N,FD1,,,,,,,,,
8509400030,"JUICE EXTRACTOR, ELECTROMECH",1/1/2021,12/31/2030,NO,,,N,N,FD1,,,,,,,,,
8509400040,"FOOD GRINDER & PROCESSOR, ELEC",1/1/2021,12/31/2030,NO,,,N,N,FD1,,,,,,,,,
8509801000,"FLOOR POLISHERS, ELECTROMECH",2/3/2007,12/31/2030,NO,,,N,N,,,,,,,,,,
8509802000,KITCH WASTE DISPOSERS(DISPOSAL,2/3/2007,12/31/2030,NO,,,N,N,,,,,,,,,,
8509805040,CAN OPENERS (INC COMBINATIONS),7/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8509805045,"ELEC DOM APPLIANCES,TOOTHBRSHS",7/1/2020,12/31/2030,NO,,,N,N,FD1,,,,,,,,,
8509805050,"HUMIDIFIERS,EVAPORATIVE",7/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8509805070,"HUMIDIFIERS,OTHER,ULTRASONIC",7/1/2020,12/31/2030,NO,,,N,N,EP5,FD1,,,,,,,,
8509805080,"HUMIDIFIERS,OTHER,",7/1/2020,12/31/2030,NO,,,N,N,EP5,,,,,,,,,
8509805095,"ELEC DOM APPLIANCES, OTHER",7/1/2020,12/31/2030,NO,,,N,N,EP5,,,,,,,,,
8509902500,HOUSINGS FOR FLOOR POLISHERS,7/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8509903500,OTHER PARTS F/FLOOR POLISHERS,7/1/2020,12/31/2030,KG,,,N,N,,,,,,,,,,
8509904500,HOUSINGS F/ELEC DOM APPLIANCES,7/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8509905500,"ELEC DOM APPLIANCE PARTS,OTHER",7/1/2020,12/31/2030,KG,,,N,N,,,,,,,,,,
8510100000,SHAVERS W/SELF CONT ELEC MOTOR,1/1/1999,12/31/2030,NO,,,N,N,,,,,,,,,,
8510201000,"HAIR CLIPPERS,AGRI/HORTICULTUR",7/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8510209000,"HAIR CLIPPERS,ELEC MOTOR,OTHER",7/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8510300000,"HAIRREMOVING APPLIANCES,SLFMTR",7/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8510901000,BLADES/CUTTING HEADS FR SHAVER,1/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8510902000,"SHAVERS PARTS, OTHER",1/1/2020,12/31/2030,KG,,,N,N,,,,,,,,,,
8510903000,"HAIR CLIP PRTS,AGRI/HORTIC",1/1/2005,12/31/2030,X,,,N,N,,,,,,,,,,
8510903001,"HAIR CLIP PRTS,AGRI/HORTICUL",7/1/2020,12/31/2030,KG,,,N,N,,,,,,,,,,
8510904000,OTHER HAIR CLIPPER PARTS,7/1/2020,12/31/2030,KG,,,N,N,,,,,,,,,,
8510905500,"OTH PRTS OF SHVRS,HR CLIP,NSPF",7/1/2020,12/31/2030,KG,,,N,N,,,,,,,,,,
8511100000,SPARK PLUGS,7/1/2020,12/31/2030,HUN,,,N,N,,,,,,,,,,
8511200000,"MAGNETOS F/IGNI,DYNAMO,FLYWHEL",7/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8511300040,DISTRIBUTORS,7/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8511300080,IGNITION COILS,7/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8511400000,"STARTER MOTORS, GENERATORS",12/30/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8511500000,"GENERATORS, OTHER",7/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8511802000,"VOLTAGE REGULATOR, F/6,12,24 V",7/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8511804000,"VOLTAGE REGULATORS, OTHER,",1/1/1999,12/31/2030,NO,,,N,N,,,,,,,,,,
8511806000,"ELEC IGN/STARTING EQU, OTHER",7/1/2020,12/31/2030,KG,,,Y,N,,,,,,,,,,
8511902000,"VOLTAGE REG PARTS, F/6,12,24 V",7/1/2020,12/31/2030,KG,,,N,N,,,,,,,,,,
8511904000,"VOLTAGE REGULATOR PARTS, OTHER",1/1/2020,12/31/2030,KG,,,N,N,,,,,,,,,,
8511906020,DISTRIB CONTACT SETS,7/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8511906040,"ELEC IGN/START SYST PARTS, OTH",7/1/2020,12/31/2030,KG,,,N,N,,,,,,,,,,
8512102000,LIGHTING EQUIP U/FOR BICYCLES,1/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8512104000,VISUAL SIGNALING EQUIP F/BICYC,7/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8512202040,"LGHTNG EQPMT,8701.2,8702/3/4..",1/1/2020,12/31/2030,NO,,,N,N,DT2,,,,,,,,,
8512202080,"LIGHTING EQUIPMENT,OTHER",1/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8512204040,"VISUAL SIGNL EQU 8701.2,8702..",7/1/2020,12/31/2030,NO,,,N,N,DT2,,,,,,,,,
8512204080,"VISUAL SIGNALING EQUIPM,OTHER",7/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8512300020,"HORNS, SOUND SIGNALING EQUIP",7/1/2020,12/31/2030,NO,,,Y,N,,,,,,,,,,
8512300030,RADAR DETECTORS FOR VEHICLES,7/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8512300040,"SOUND SIGNALING EQUIPMENT, OTH",7/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8512402000,DEFROSTERS AND DEMISTERS,7/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8512404000,WINDSHIELD WIPERS,7/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8512902000,SIGNALING EQUIPMENT PARTS,12/30/2020,12/31/2030,KG,,,N,N,,,,,,,,,,
8512904000,"LIGHTING EQU PARTS, F/BICYCLES",1/1/2020,12/31/2030,KG,,,N,N,,,,,,,,,,
8512906000,"LIGHTING EQUIPMENT PARTS,OTHER",1/1/2020,12/31/2030,KG,,,N,N,,,,,,,,,,
8512907000,DEFROSTERS AND DEMISTERS PARTS,12/30/2020,12/31/2030,KG,,,N,N,,,,,,,,,,
8512909000,"PARTS OF ELECTRIC EQUIP, OTHER",12/30/2020,12/31/2030,KG,,,N,N,,,,,,,,,,
8513102000,FLASHLIGHTS-OWN SOURCE ENERGY,1/1/2021,12/31/2030,NO,,,N,N,FD1,,,,,,,,,
8513104000,"PORTABLE ELECTRICLAMPS, OTHER",12/30/2020,12/31/2030,NO,,,N,N,FD1,,,,,,,,,
8513902000,FLASHLIGHT PTS-OWN ENERGY SOUR,7/1/2020,12/31/2030,KG,,,Y,Y,,,,,,,,,,
8513904000,"PORTABLE ELECLAMP PARTS, OTH",7/1/2020,12/31/2030,KG,,,N,N,,,,,,,,,,
8514100000,RESIST HEATED FURNACES & OVENS,12/31/1998,12/31/2030,NO,,,N,N,,,,,,,,,,
8514110000,RESIST HEATED FURNACES & OVENS,1/27/2022,12/31/2030,NO,,,N,N,,,,,,,,,,
8514190000,RESIST HEATED FURNACES & OVENS,1/27/2022,12/31/2030,NO,,,N,N,,,,,,,,,,
8514204000,"MICROWAVE OVENS,HOT DRNKS/COOK",7/1/2020,12/31/2030,NO,,,N,N,FD2,,,,,,,,,
8514206000,"MICROWAVE OVENS,OTHER",7/1/2020,12/31/2030,NO,,,N,N,FD2,,,,,,,,,
8514208000,"MICROWAVE ONVENS,OTHER,OTHER",1/1/2002,12/31/2030,NO,,,N,N,,,,,,,,,,
8514311000,"OTH FURNANCE,MAN OF PRINT CIRC",1/27/2022,12/31/2030,NO,,,N,N,,,,,,,,,,
8514319000,OTHER FURNANCES AND OVENS,1/27/2022,12/31/2030,NO,,,N,N,,,,,,,,,,
8514321000,"OTH FURNANCE,MAN OF PRINT CIRC",1/27/2022,12/31/2030,NO,,,N,N,,,,,,,,,,
8514329000,OTHER FURNANCES AND OVENS,1/27/2022,12/31/2030,NO,,,N,N,,,,,,,,,,
8514391000,"OTH FURNANCE,MAN OF PRINT CIRC",1/27/2022,12/31/2030,NO,,,N,N,,,,,,,,,,
8514399000,OTHER FURNANCES AND OVENS,1/27/2022,12/31/2030,NO,,,N,N,,,,,,,,,,
8514400000,INDUCTION/DIELECT HEATING EQUI,1/1/2020,12/31/2030,KG,,,N,N,FD1,,,,,,,,,
8514904000,"MICROWAVE OVENS,PARTS",7/1/2020,12/31/2030,KG,,,Y,Y,FD2,,,,,,,,,
8514908000,INDUST/LAB ELECT FRUN/OVEN PTS,1/1/2020,12/31/2030,KG,,,N,N,,,,,,,,,,
8515110000,"SOLDERING IRONS AND GUNS, ELEC",12/30/2020,12/31/2030,NO,,,Y,N,FD1,,,,,,,,,
8515190000,"BRAZING/SODERING APPRAR, OTH",1/1/1999,12/31/2030,NO,,,N,N,FD1,,,,,,,,,
8515210000,MACH F/RESIS WELDING OF METAL,1/1/1999,12/31/2030,NO,,,N,N,,,,,,,,,,
8515290000,"MACH F/RESIS WELDNG O/METAL,OT",1/1/1999,12/31/2030,NO,,,N,N,,,,,,,,,,
8515310000,MACH F/ARC WELDING OF METAL,12/30/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8515390020,"MACH F/ARC WELD METAL,N/ROT,AC",7/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8515390040,"MACH F/ARC WELD,NON-RATATI,OTH",7/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8515390060,"MACH F/ARC WELDING, ROTATE TYP",7/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8515800040,ULTRASONIC WELDING MACHINES,1/1/1999,12/31/2030,NO,,,N,N,FD2,,,,,,,,,
8515800080,"MACH F/WELDING ETC, OTHER",1/1/1999,12/31/2030,NO,,,N,N,FD1,,,,,,,,,
8515902000,"WELDING MACH & APPART,PRTS,OTH",7/1/2020,12/31/2030,NO,,,Y,Y,,,,,,,,,,
8515904000,MACH PARTS F/OTH WELDING MACH,1/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8516100040,"STORAGE WATER HEATERS, ELEC",1/1/1999,12/31/2030,NO,,,N,N,,,,,,,,,,
8516100080,"WATER & IMMERSION HEATERS, OTH",1/1/1999,12/31/2030,NO,,,N,N,,,,,,,,,,
8516210000,STORAGE HEATING RADIATORS,1/1/1999,12/31/2030,NO,,,N,N,,,,,,,,,,
8516290030,ELEC FANFORC PORT SPACE HEATRS,7/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8516290060,OTHER PORTABL ELEC SPACE HEATR,7/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8516290090,"ELEC SPACE/SOIL HEAT APPAR,OTH",7/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8516310000,"HAIR DRYERS, ELECTRIC",7/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8516320020,"CURLERS, ELEC HAIRDRESS EQUIP",7/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8516320040,"ELEC HAIRDRESSING EQUIP, OTHER",7/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8516330000,"HAND-DRYING APPARATUS, ELEC",1/1/1999,12/31/2030,NO,,,N,N,,,,,,,,,,
8516402000,TRAVEL TYPE ELECTRIC FLATIRONS,1/1/1999,12/31/2030,NO,,,N,N,,,,,,,,,,
8516404000,"ELECTRIC FLATIRONS, OTHER",7/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8516500030,"MICROWAVE OVENS,CAP NTE 22.5 L",1/1/2021,12/31/2030,NO,,,N,N,FD2,,,,,,,,,
8516500060,"MICROWAVE OVENS,22.5-31.0 LITR",1/1/2021,12/31/2030,NO,,,N,N,FD2,,,,,,,,,
8516500090,"MICROWAVE OVENS,CAP EXC 31.0 L",1/1/2021,12/31/2030,NO,,,N,N,FD2,,,,,,,,,
8516604060,MICROWAVE OVEN COMBINATIONS,7/1/2016,12/31/2030,NO,,,N,N,FD2,,,,,,,,,
8516604070,"OTH STOVE/RANGS/OVENS,PORTABLE",2/16/2003,12/31/2030,NO,,,N,N,,,,,,,,,,
8516604074,"OTH STOVE,WIDTH NT EXCEED 70CM",7/1/2014,12/31/2030,NO,,,N,N,,,,,,,,,,
8516604078,"OTH STOVE,GAS FUEL CKTOP,>70CM",7/1/2014,12/31/2030,NO,,,N,N,,,,,,,,,,
8516604082,"OTH STOVE,RADIANT HEAT COOKTOP",7/1/2014,12/31/2030,NO,,,N,N,,,,,,,,,,
8516604086,"OTH STOVE,MAX WIDTH >70CM,OTH",7/1/2014,12/31/2030,NO,,,N,N,,,,,,,,,,
8516606000,"COOK PLATES, GRILLERS,ETC, OTH",12/30/2020,12/31/2030,NO,,,N,N,FD1,,,,,,,,,
8516710020,"COFFEE/TEA MAKERS,AUTO DRIP",7/1/2020,12/31/2030,NO,,,N,N,FD2,,,,,,,,,
8516710040,"COFFEE/TEA MAKERS,PERCOLATOR",7/1/2020,12/31/2030,NO,,,N,N,FD2,,,,,,,,,
8516710060,"COFFEE/TEA MAKERS, OTHER",7/1/2020,12/31/2030,NO,,,N,N,FD2,,,,,,,,,
8516710080,OTHER ELECTROTHEMIC APPLICACES,7/1/2020,12/31/2030,NO,,,N,N,FD2,,,,,,,,,
8516720000,"TOASTERS, ELECTRIC",7/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8516790000,"ELECTROTHERM APPLIANCES,OTHER",7/1/2020,12/31/2030,NO,,,N,N,FD1,,,,,,,,,
8516804000,"ELEC HEATING RESISTORS,DEICING",1/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8516808000,OTH ELECTRIC HEATING RESISTORS,1/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8516900500,"HEATR PTS F/HEAD 8516.10,21,29",12/30/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8516901500,"HOUSINGS F/HAND DRIERS,8516.33",12/30/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8516902500,HSNG& STL BSE F/ELC FLT 851640,12/30/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8516903500,"PRT/MICRO OVEN,ASMBLIES,851650",1/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8516904500,"PRT/MICRO OVN,PRNT CRCT,851650",1/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8516905000,"PRT/MICRO OVN,OTHER,851650",1/1/2020,12/31/2030,NO,,,Y,Y,,,,,,,,,,
8516905500,"PRT/STOVE,85166040,CKNG CHMBRS",1/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8516906500,"PRT/STVE,85166040,TP SURF PNLS",1/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8516907500,"PRT/STVE,85166040,DR ASSMBLIES",1/1/2020,12/31/2030,NO,,,N,N,,,,,,,,,,
8516908010,"PRT/STVE,85166040,SHELVNG/RACK",1/1/2020,12/31/2030,NO,,,Y,Y,,,,,,,,,,
